brand,name,province,city,district,address,lng,lat,rating,tel,type
超级碗,喜赞·超级碗健康轻食(尚品奥莱广场店),四川省,成都市,武侯区,聚龙路988号尚品广场B1层,103.998175,30.620825,3.4,18582589518;18583636569,餐饮服务;快餐厅;快餐厅
超级碗,喜赞·超级碗健康轻食(航空港店),四川省,成都市,双流区,珠江路与临港路四段交叉口西北320米,104.005175,30.573125,3.5,18782945437;19381916072,餐饮服务;快餐厅;快餐厅
超级碗,四川超级碗餐饮服务有限公司成都高新第三分公司,四川省,成都市,武侯区,天府大道北段18号高新国际广场A座,104.065925,30.592225,,,公司企业;公司;公司
超级碗,喜赞·超级碗健康轻食(郫筒店),四川省,成都市,郫都区,杜鹃路84号汉正广场F1层,103.899325,30.797675,3.9,15832281931,餐饮服务;快餐厅;快餐厅
超级碗,喜赞·超级碗健康轻食(双流店),四川省,成都市,双流区,东升街道金河路三段257号附357号,103.909185,30.577244,3.8,15681142999;15928018289,餐饮服务;快餐厅;快餐厅
超级碗,喜赞·超级碗健康轻食,四川省,成都市,温江区,双柳二街与双柳一巷交叉口西20米,103.833058,30.686747,3.6,15928123049,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(外滩SOHO店),上海市,上海市,黄浦区,新开河北路10号外滩SOHOB1层,121.493425,31.230125,4.0,19302123769,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(中信泰富广场店),上海市,上海市,静安区,南京西路1168号中信泰富广场B1层B09室,121.455825,31.228304,4.3,18616976188,餐饮服务;快餐厅;快餐厅
超级碗,超级碗FOODBOWL(长宁来福士店),上海市,上海市,长宁区,长宁路1123号上海长宁来福士广场B1-25A,121.41532,31.216759,3.9,15502188279,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(上海1788广场店),上海市,上海市,静安区,南京西路1788号1788广场B1层,121.443844,31.222735,4.2,13127876235,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(上海星荟中心店),上海市,上海市,虹口区,北外滩街道上海星荟中心1号楼B1层B1-01,121.486725,31.245925,4.1,18918584794,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(上海环宇荟店),上海市,上海市,黄浦区,打浦桥街道马当路中海环宇荟商场内B1层B155室,121.476129,31.21157,4.1,13262906118,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(花旗集团大厦店),上海市,上海市,浦东新区,花园石桥路33号02室2楼201室,121.500664,31.234051,4.1,19372803769,购物服务;购物相关场所;购物相关场所
超级碗,超级碗FOODBOWL(上海大宁中心广场店),上海市,上海市,静安区,彭浦镇灵石路718号D5栋102,121.440174,31.280493,4.3,16601995764,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(上海东方万国企业中心店),上海市,上海市,浦东新区,新金桥路1599号东方万国企业中心E1楼B2层210号,121.621775,31.256275,4.2,13122656609,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(上海达邦协作广场店),上海市,上海市,静安区,恒丰路399号达邦协作广场1层106号,121.455239,31.244354,4.1,19301133857,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(上海尚悦湾店),上海市,上海市,浦东新区,银城路滨江金融城尚悦湾广场LG层110室,121.510225,31.240875,4.1,18521089719,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(上海徐汇ITC一期店),上海市,上海市,徐汇区,华山路1901号ONE ITC大楼LG2层243室,121.438126,31.197938,4.3,13162518869,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(上海华鑫慧享城店),上海市,上海市,徐汇区,田林路200号A6栋105,121.407142,31.170167,4.3,13262566108,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(北外滩来福士店),上海市,上海市,虹口区,东大名路999号北外滩来福士B2层49号(来福小镇内),121.507065,31.252508,4.0,15618507219,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(尚嘉中心店),上海市,上海市,长宁区,天山路街道仙霞路99号尚嘉中心LG115B室,121.407135,31.205686,3.8,17621476050,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(上海长风大悦城店),上海市,上海市,普陀区,大渡河路196号长风大悦城B1-15中国黄金旁,121.39543,31.222697,3.7,13122615361,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(上海世纪金融广场店),上海市,上海市,浦东新区,杨高南路759号陆家嘴世纪金融广场2号楼L204A,121.535197,31.212826,4.2,18616385782,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(上海太平洋森活天地店),上海市,上海市,杨浦区,淞沪路199号B1层太平洋森活天地D-1近12号口,121.513472,31.303104,4.2,13166312752,餐饮服务;外国餐厅;西餐厅(综合风味)
超级碗,超级碗 FOODBOWL(上海传媒港花园里店),上海市,上海市,徐汇区,龙爱路58号传媒港花园里B1E15室,121.461079,31.160433,4.3,15021577377,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(汇智国际商业中心店),上海市,上海市,浦东新区,金科路3057号汇智国际商业中心B1层,121.601677,31.203438,4.1,19117362505,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(上海互联宝地店),上海市,上海市,杨浦区,黄兴路221号互联宝地负一楼,121.526775,31.272025,4.0,16621623778,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(上海丁香国际广场店),上海市,上海市,浦东新区,丁香国际中心B1层LG109-2,121.551325,31.225175,4.2,13120663151,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(前滩陆悦汇店)(暂停营业),上海市,上海市,浦东新区,东育路195号陆悦汇F1层,121.481225,31.158925,4.2,13127721136,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(上海虹桥万科店),上海市,上海市,闵行区,华漕镇申长路988弄9号虹桥万科中心地下2层33号,121.315375,31.196475,4.1,18501680346,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(凯德闵行商业中心店),上海市,上海市,闵行区,凯德闵行商业中心(一楼38号),121.378286,31.107786,4.2,13004191424,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(漕河泾科技绿洲4期店),上海市,上海市,闵行区,田林路889号4期2幢1层107室,121.389324,31.16316,4.0,18116238231,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(七宝宝龙城店),上海市,上海市,闵行区,七宝镇漕宝路3299弄20号地下1层96室,121.354825,31.159175,4.0,16621577957,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(江湾里MEET678店),上海市,上海市,杨浦区,民府路678号抖音新江湾广场T2栋1楼02室,121.507624,31.315362,4.3,18621813646,餐饮服务;餐饮相关场所;餐饮相关
超级碗,FOODBOWL超级碗(宝山新业坊店),上海市,上海市,宝山区,逸仙路1328号(殷高西路地铁站1号入口步行100米),121.484577,31.319109,3.8,,餐饮服务;快餐厅;快餐厅
超级碗,FOODBOWL超级碗(新天地店),上海市,上海市,黄浦区,淮海中路瑞安广场新天地333号b2-34,121.474093,31.222804,4.4,19370591038,餐饮服务;餐饮相关场所;餐饮相关
超级碗,FOODBOWL超级碗(博荟广场店),上海市,上海市,黄浦区,"博荟广场地下二层B2-28A,B2-28E",121.480203,31.196871,4.1,13166308069,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(凌空SOHO店),上海市,上海市,长宁区,新泾镇金钟路968号11号楼107室,121.351476,31.222682,4.1,17721118831,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(IFC国金天地店),广东省,广州市,天河区,珠江西路5号国金天地B1-110a(港九对面),113.32342,23.118437,4.1,18122311069,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(西直门凯德店),北京市,北京市,西城区,北京城区西直门外大街1号凯德MALL5层05-16(扶梯口旁),116.353047,39.941155,4.3,13611395072,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(乐成中心店),北京市,北京市,朝阳区,北京城区东三环中路20号乐成中心Space3B1-09号,116.462675,39.894276,4.2,13011887646,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(新中关店),北京市,北京市,海淀区,中关村大街新中关购物中心B1层,116.3162,39.978259,4.3,18001293603,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(天虹商场店),北京市,北京市,西城区,北京城区广安门天虹1层101内090号,116.341507,39.888587,4.3,13264095820,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(银泰IN88店),北京市,北京市,东城区,王府井大街88号1栋地下一层B1020-1、1020-2号,116.411459,39.916186,4.3,13051002836,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(银泰IN01店),北京市,北京市,朝阳区,北京城区建国门外大街银泰中心in01地下1层B6号,116.458174,39.907309,4.1,18511619003,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(通州万达店),北京市,北京市,通州区,北京城区新华西街60号院万达广场A座B1层CB1015号,116.638569,39.905168,4.3,19520048687,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(FFC店),北京市,北京市,朝阳区,北京城区财富金融中心7号院5号FFC大厦B1层(近扶梯),116.460363,39.917824,4.1,18001178528,餐饮服务;中餐厅;中餐厅
超级碗,FOODBOWL超级碗(亚运村北辰荟店),北京市,北京市,朝阳区,北辰西路6号院北辰荟B1层,116.387753,40.003208,4.2,15600135142,餐饮服务;中餐厅;综合酒楼
超级碗,超级碗FOODBOWL(金融街中心店),北京市,北京市,西城区,北京城区金融街中心9号二层,116.359525,39.919675,4.2,17710801175,餐饮服务;中餐厅;中餐厅
超级碗,FOODBOWL超级碗(启迪科技大厦D座店),北京市,北京市,海淀区,东升镇中关村东路1号院8号楼D座B1层103室,116.331155,39.993294,4.3,18010100256,餐饮服务;快餐厅;快餐厅
超级碗,超级碗FOODBOWL(环贸中心店),北京市,北京市,东城区,北京城区北三环东路36号环球贸易中心E座负一层FOODBOWL超级碗,116.410884,39.96629,4.2,13051006862,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(达美店),北京市,北京市,朝阳区,北京城区青年路7号院100幢达美中心T2-B1层-120号,116.516418,39.936834,4.1,18001252376,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(雍和宫店),北京市,北京市,东城区,北京城区原航星园超市,116.422352,39.950818,4.2,18210177682,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(爱工场天空大厦店),北京市,北京市,朝阳区,北京城区西大望路27号爱工场科技文化产业园W1号楼101室,116.481175,39.886025,4.3,18310557825,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(科技财富中心店),北京市,北京市,海淀区,北京城区学清路8号1层103A号,116.353461,40.016176,4.2,15300144633,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(石榴中心店),北京市,北京市,丰台区,石榴庄路1号石榴中心11号楼1楼11-1-04,116.423366,39.8414,4.3,18701329087,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(国瑞城店),北京市,北京市,东城区,崇文门外街道崇文门外大街18号国瑞购物中心地下一层,116.419934,39.898142,4.2,13260197883,餐饮服务;中餐厅;中餐厅
超级碗,FOODBOWL超级碗(快手元中心店),北京市,北京市,海淀区,快手元中心7号楼B1扶手电梯左后方,116.3157,40.049658,3.4,,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(凤凰汇店),北京市,北京市,朝阳区,凤凰汇购物中心负1楼,116.45646,39.962312,4.2,17600939133,餐饮服务;中餐厅;中餐厅
超级碗,FOODBOWL超级碗(来广营阿里巴巴店),北京市,北京市,朝阳区,来广营东路146号阿里巴巴总部B区一层,116.489716,40.022812,4.1,,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(恒基伟业大厦店),北京市,北京市,朝阳区,北京城区屏翠东路4号恒基伟业大厦C座一层,116.48786,40.008564,4.2,15313316495,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(中海环宇荟店),北京市,北京市,朝阳区,安定路5号院北京安贞环宇荟B1层,116.406125,39.978125,4.2,13146230233,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(融新科技中心店),北京市,北京市,朝阳区,北京城区创远路34号院融新科技中心H座二楼,116.467771,40.021979,4.2,17812785583,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(能量城市店),北京市,北京市,海淀区,四季青地区板井路69号能量城市负二层超级碗,116.28077,39.95327,4.3,17710809503,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(丽泽平安幸福汇店),北京市,北京市,丰台区,丽泽路24号院-平安幸福中心B1层南门处,116.322335,39.86659,4.0,15718871216,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(金地中心店),北京市,北京市,朝阳区,建国路91号金地中心B1层B116b号,116.474944,39.909153,4.2,13520040856,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(汉威国际广场店),北京市,北京市,丰台区,北京城区丰台科技园地铁汉威国际广场3区4号楼,116.296373,39.823533,4.4,13126620957,餐饮服务;中餐厅;中餐厅
超级碗,超级碗 FOODBOWL(天虹商场店),北京市,北京市,西城区,北京城区广安门天虹1层101内090号,116.34821,39.894688,3.7,13264095820,餐饮服务;快餐厅;快餐厅
超级碗,超级碗(恒通UBP店),北京市,北京市,朝阳区,恒通商务园B53栋(高家园地铁站B口步行410米),116.49403,39.979065,4.3,15701236798,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(金隅智造店),北京市,北京市,海淀区,北京城区建材城中路27号金隅智造工场13幢一层1108号,116.35958,40.057041,4.3,13520890543,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(远洋未来汇店),北京市,北京市,朝阳区,慈云寺北里210号远洋未来汇购物中心B1层CBF1-25-26,116.492096,39.916129,4.0,18518097001,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(金唐新光界店),北京市,北京市,丰台区,丰台北路18号金唐新光界L5层(西局地铁站G东南口旁),116.305181,39.866172,4.3,15600356869,餐饮服务;快餐厅;快餐厅
超级碗,超级碗(悦食里店),北京市,北京市,朝阳区,首开广场B1层悦食里(阜通地铁站B1西北口步行150m),116.472782,39.993139,4.1,15210055628,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(悠唐店),北京市,北京市,朝阳区,朝外街道悠唐购物中心B1层1期B02号,116.439404,39.921906,4.1,18500753506,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(北广金融科技中心),北京市,北京市,西城区,"北广·金融科技中心,北京市西城区黄寺大街甲23号院-1号北广大厦1层商场内",116.384547,39.963475,3.9,,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(光耀东方店),北京市,北京市,海淀区,羊坊店街道羊坊店路18号2幢1层102,116.321935,39.899029,4.1,18514568151,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(石景山万达店),北京市,北京市,石景山区,鲁谷街道石景山路乙18号院4号楼2F-2051,116.225152,39.906141,4.2,18010106062,餐饮服务;快餐厅;快餐厅
超级碗,超级碗(凯德MALL·大峡谷店),北京市,北京市,丰台区,"南三环西路16号凯德MALL·大峡谷F4层(东1门进入直行30m,扶梯上到F4可见)",116.366852,39.854606,4.1,15600356019,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(盈科中心店),北京市,北京市,朝阳区,工人体育场北甲2号地下部分-01层B101单元,116.459155,39.9329,4.3,13520652139,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(IFC店),北京市,北京市,朝阳区,建国门外大街甲8号B1层(永安里地铁站B2南口步行210米),116.453327,39.907452,4.1,13810262674,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(华贸店),北京市,北京市,朝阳区,建国路81号华贸购物中心B1层B105,116.479728,39.909179,4.2,15321601362,餐饮服务;快餐厅;快餐厅
超级碗,超级碗(建外环宇荟店),北京市,北京市,朝阳区,建外环宇荟地下一层B1-07,116.456736,39.910863,4.0,13161175561,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(庄胜广场店),北京市,北京市,西城区,宣武门大街8号崇光百货宣武门店B1层,116.375372,39.897585,4.1,18614235477,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(北京来福士店),北京市,北京市,东城区,东直门南大街1-1来福士B1层(东直门地铁站D西南口旁),116.432464,39.94036,4.2,18511619205,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(永利国际店),北京市,北京市,朝阳区,工人体育场北路21号永利国际中心爱奇艺青春中心1F层,116.444793,39.934473,4.2,15110175642,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(技术交易大厦店),北京市,北京市,海淀区,海淀街道北四环西路66号中国技术交易大厦B1层,116.307785,39.983945,4.2,17710661152,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(翠微百货店),北京市,北京市,海淀区,复兴路33号翠微百货B座B1层,116.305502,39.908289,4.1,15510194956,餐饮服务;休闲餐饮场所;休闲餐饮场所|餐饮服务;中餐厅;中餐厅
超级碗,超级碗(金融街购物中心店),北京市,北京市,西城区,金融街购物中心1期中国体育彩票,116.362341,39.915807,4.2,13621034483,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(鼎成中心店),北京市,北京市,朝阳区,小营北路15号院1号楼(关庄地铁站B东北口步行380米),116.434281,40.000144,4.4,18500976203,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(1733店),北京市,北京市,海淀区,1733商业街B1层-17-1,116.343093,39.966353,4.1,17501029396,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(辉煌国际店),北京市,北京市,海淀区,上地十街1号院6号楼1层103室,116.300459,40.052594,4.4,15330217508,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(国锐金嵿店),北京市,北京市,大兴区,荣华南路1号,116.509019,39.791241,4.4,17310689010,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(中关村软件园店),北京市,北京市,海淀区,西北旺路57号中关村软件园乐食宝街F1-10,116.288229,40.046514,4.2,15330091286,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(腾达大厦店),北京市,北京市,海淀区,西直门外大街168号腾达大厦二层超级碗,116.32667,39.938039,4.2,17801129961,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(IT产业园店),北京市,北京市,朝阳区,北京城区酒仙桥北路甲10号院301号楼101,116.506706,39.986828,4.3,13810042141,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(东升科技园店),北京市,北京市,海淀区,西小口路66号中关村东升科技园北领地B-6号楼B座B08C室,116.356331,40.04701,4.2,18301071478,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(金隅嘉华店),北京市,北京市,海淀区,上地三街9号金隅嘉华大厦A座一层临街,116.307894,40.036061,4.2,15321778119,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(龙湖蓝海店),北京市,北京市,朝阳区,北京城区红军营东路6号,116.438375,40.028525,4.3,18010027393,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(暖山店),北京市,北京市,朝阳区,北京城区红军营南路36号暖山生活广场B1-18-3,116.415542,40.032181,4.3,13121805715,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(小米北京总部店),北京市,北京市,海淀区,西二旗中路33号院小米科技园G栋一层,116.318051,40.048589,4.2,17319117823,餐饮服务;中餐厅;中餐厅
超级碗,超级碗(君康人寿店),北京市,北京市,朝阳区,北京城区望京东园四区1号楼富泽人寿大厦B1层,116.491699,39.999835,4.1,17801576531,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(魏公芳华里店),北京市,北京市,海淀区,魏公村斜街7号院地下2层B2-21,116.320175,39.956275,4.1,17635717396,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗FOODBOWL(地王星荟店),广东省,深圳市,罗湖区,深南东路5002号深圳地王购物中心B1层,114.109987,22.542734,4.1,,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(中航君尚店),广东省,深圳市,福田区,华强北街道华航社区华富路1018号中航城君尚购物中心B1层B107,114.082966,22.543238,3.6,18565838220,餐饮服务;快餐厅;快餐厅
超级碗,超级碗FOODBOWL(深业上城店),广东省,深圳市,福田区,华富街道莲花一村社区皇岗路5001号深业上城(南区)商业综合楼B1层MA-14号,114.071025,22.557175,3.8,,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(汉京金融中心店),广东省,深圳市,南山区,深南大道9968号汉京金融中心L106-1,113.936555,22.540475,4.0,18038015583,餐饮服务;餐饮相关场所;餐饮相关
超级碗,FOODBOWL超级碗,广东省,深圳市,福田区,PA MALL平安金融中心地下一层25号,114.055669,22.533175,4.3,13242449837,餐饮服务;中餐厅;中式素菜馆
超级碗,FOODBOWL超级碗(天安云谷店),广东省,深圳市,龙岗区,坂田街道岗头社区天安云谷产业园二期(02-08地块)11栋半地下114,114.066577,22.659274,3.9,18025338613,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(深圳湾万象城店),广东省,深圳市,南山区,粤海街道海德一道1218号深圳湾万象城二期A区B1层B183号,113.94576,22.515325,4.3,18617114535,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗(滨海云中心店),广东省,深圳市,福田区,沙头街道天安社区泰然八路3号万科滨海置地大厦B1层11,114.025825,22.529975,4.0,,餐饮服务;中餐厅;中餐厅
超级碗,超级碗FOODBOWL(杭州来福士店),浙江省,杭州市,上城区,新业路228号杭州来福士中心B1层,120.213457,30.248622,4.4,15306590587,餐饮服务;快餐厅;快餐厅
超级碗,超级碗 FOODBOWL(杭州博地中心店),浙江省,杭州市,萧山区,博地中心(盈丰路地铁站C口步行190米),120.252463,30.235948,4.2,17799825716,餐饮服务;餐饮相关场所;餐饮相关
超级碗,FOODBOWL超级碗(杭州滨江银泰百货店),浙江省,杭州市,滨江区,西兴街道滨和路518号海威商务中心3幢101-9室,120.22375,30.201399,4.4,18072706201,餐饮服务;中餐厅;中式素菜馆
超级碗,超级碗 FOODBOWL(杭州西湖EAC店),浙江省,杭州市,西湖区,西溪街道教工路18号欧美中心1号楼C区105室,120.137515,30.273106,4.4,17799831750,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗 FOODBOWL(杭州余杭EFC欧美中心店),浙江省,杭州市,余杭区,景兴路欧美中心A区896-36号-215-216(A区大中庭2楼),120.002691,30.280772,4.5,18969007869,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗轻餐,浙江省,杭州市,滨江区,东信大道1038号江涛阁,120.150525,30.182025,3.5,,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗女子健身工作室,浙江省,杭州市,余杭区,良渚街道良渚文化村白鹭郡南56幢1单元305室,120.02366,30.358124,4.4,17328861681;17328861687,体育休闲服务;运动场馆;健身中心
超级碗,超级碗辣炒木桶饭,浙江省,杭州市,临平区,东湖北路与亭望街交叉口东南120米,120.299725,30.458975,1.9,,餐饮服务;中餐厅;中餐厅|餐饮服务;快餐厅;快餐厅
超级碗,喜赞·超级碗健康轻食,陕西省,西安市,新城区,东六路与公社巷交叉口西40米,108.968314,34.271937,4.0,18792770337,餐饮服务;中餐厅;中餐厅
超级碗,FOODBOWL超级碗(交大店),重庆市,重庆市,江津区,福城大道与福星大道交叉口东100米,106.311125,29.413675,1.7,,餐饮服务;餐饮相关场所;餐饮相关
超级碗,超级碗美食城,重庆市,重庆市,南岸区,崇文路78号附8号,106.606399,29.535804,2.7,15696765777,餐饮服务;中餐厅;中餐厅
超级碗,超级碗美食城,重庆市,重庆市,巴南区,李石路与李康路交叉口东南160米,106.537925,29.461525,2.1,,餐饮服务;餐饮相关场所;餐饮相关
超级碗,sevenmango茫七·超级碗(武商MALL店),湖北省,武汉市,江汉区,解放大道690号武商MALLa1座7楼,114.270426,30.579629,3.9,13339982124,餐饮服务;冷饮店;冷饮店
超级碗,瓦坎达超级碗·轻食咖啡(金桥店),湖北省,武汉市,江岸区,中一路8号石桥花园淌湖苑,114.284275,30.628575,3.5,,餐饮服务;咖啡厅;咖啡厅
超级碗,SUPER BOWL超级碗(市南店),山东省,青岛市,市南区,香港中路65号丙-1号太古广场步行街,120.399108,36.0659,4.6,17615328700,体育休闲服务;娱乐场所;酒吧
超级碗,SUPER BOWL超级碗(大鲍岛店),山东省,青岛市,市北区,即墨路街道芝罘路63号1层R4103,120.322158,36.071399,4.6,16665561068,餐饮服务;快餐厅;快餐厅
超级碗,SUPER BOWL超级碗(崂山丽达店),山东省,青岛市,崂山区,秦岭路18号丽达购物中心西区二楼,120.469547,36.103444,4.6,0532-88628862,餐饮服务;快餐厅;快餐厅
星巴克,星巴克(苏州狮山龙湖天街店),江苏省,苏州市,虎丘区,塔园路181号龙湖狮山天街1层,120.556713,31.295024,4.7,0512-63932817,餐饮服务;咖啡厅;星巴克咖啡
